RowNumber,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,NewAGT,CreditsScore,AgeScore,BalanceScore,EstSalaryScore,NewEstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,HasCrCard,IsActiveMember,Exited
3541,0.14925373134328357,0.5,0.0,-0.761480032314815,0.0,-0.36957264431688863,0.5,0.2,0.5,-0.7,-0.3,-0.3695726443168886,1,0,0,0,1,0,0,0
3542,1.3880597014925373,2.5,-0.25,0.04754824816223587,0.0,-0.2224284391690852,2.5833333333333335,1.0,1.0,0.1,-0.3,-0.2224284391690852,0,0,1,1,0,1,1,0
3543,0.29850746268656714,-0.25,-0.25,0.0979326603378264,0.0,-0.6331685192947024,-0.16666666666666666,0.4,-0.25,0.1,-0.7,-0.6331685192947024,0,0,1,1,0,1,1,0
3544,0.17164179104477612,1.0,0.75,0.2971920237058876,0.0,0.8062855907927069,0.75,0.2,0.75,0.7,0.7,0.8062855907927069,1,0,0,0,1,0,1,1
3545,0.5895522388059702,-0.3333333333333333,-1.0,-0.761480032314815,0.0,0.3103388930173218,0.0,0.6,-0.25,-0.7,0.3,0.3103388930173218,0,0,1,0,1,1,0,0
3546,-1.373134328358209,-0.4166666666666667,0.75,0.3169036848039519,0.0,1.0013643944503872,-0.6666666666666666,-0.8,-0.5,0.7,0.9,1.001364394450387,1,0,0,1,0,0,0,0
3547,-0.8208955223880597,0.5,0.25,0.128242371140288,0.0,-0.1082537161294699,0.4166666666666667,-0.6,0.5,0.3,-0.1,-0.1082537161294699,0,0,1,0,1,1,0,0
3548,0.07462686567164178,-0.16666666666666666,0.25,-0.761480032314815,1.0,-0.9937377102541504,-0.25,0.2,-0.25,-0.7,-0.9,-0.9937377102541504,0,0,1,1,0,0,0,1
3549,0.8805970149253731,0.0,0.0,0.34744004116441135,1.0,0.8144736345605599,0.0,0.8,0.0,0.7,0.9,0.8144736345605599,0,1,0,0,1,0,1,0
3550,0.17164179104477612,2.0,0.0,-0.27532280344181614,2.0,0.6719569105962718,2.0,0.2,1.0,-0.3,0.7,0.6719569105962719,1,0,0,1,0,1,0,1
3551,-0.03731343283582089,1.1666666666666667,-0.25,0.26603801315280656,0.0,-0.7146360939314239,1.25,0.0,0.75,0.5,-0.7,-0.714636093931424,0,1,0,0,1,1,0,0
3552,-0.3582089552238806,-0.5,0.25,0.2948745669996545,0.0,0.93341681392869,-0.5833333333333334,-0.2,-0.5,0.7,0.9,0.9334168139286901,1,0,0,0,1,1,0,0
3553,1.3507462686567164,0.16666666666666666,-0.5,-0.761480032314815,1.0,-1.0009847677982073,0.3333333333333333,1.0,0.25,-0.7,-0.9,-1.0009847677982073,1,0,0,1,0,1,0,0
3554,0.664179104477612,0.25,-0.25,0.05942837686996286,0.0,0.3554346769635104,0.3333333333333333,0.8,0.25,0.1,0.3,0.3554346769635104,0,0,1,0,1,1,0,1
3555,0.04477611940298507,-0.08333333333333333,-1.0,-0.761480032314815,1.0,-0.15516916699773883,0.25,0.2,0.0,-0.7,-0.1,-0.15516916699773883,0,0,1,0,1,0,1,0
3556,-0.9253731343283582,-0.08333333333333333,-1.0,0.46809687613009404,0.0,0.5053391286958491,0.25,-0.6,0.0,0.9,0.5,0.5053391286958492,1,0,0,1,0,1,1,1
3557,-0.4626865671641791,1.9166666666666667,0.25,0.3960477182519163,0.0,-0.12184516340017922,1.8333333333333333,-0.4,1.0,0.7,-0.1,-0.12184516340017919,1,0,0,1,0,1,0,1
3558,0.17164179104477612,-0.25,-1.0,0.21482199275110253,1.0,0.6451482557692643,0.08333333333333333,0.2,-0.25,0.5,0.7,0.6451482557692643,1,0,0,0,1,0,1,0
3559,0.8432835820895522,0.3333333333333333,-0.25,0.21139747473133136,0.0,-0.00041149089728215605,0.4166666666666667,0.8,0.5,0.5,-0.1,-0.00041149089728223,1,0,0,0,1,0,0,0
3560,-0.014925373134328358,2.25,0.5,0.351209110571695,0.0,-0.6903292143163969,2.0833333333333335,0.0,1.0,0.7,-0.7,-0.6903292143163969,1,0,0,1,0,1,0,1
3561,1.2313432835820894,0.5833333333333334,0.75,-0.761480032314815,0.0,-0.35261070188876953,0.3333333333333333,1.0,0.5,-0.7,-0.3,-0.35261070188876953,1,0,0,0,1,0,0,1
3562,0.35074626865671643,-0.5,1.25,0.22436829111912915,1.0,0.9066190346175549,-0.9166666666666666,0.4,-0.5,0.5,0.9,0.9066190346175548,0,1,0,1,0,1,0,0
3563,-1.171641791044776,-0.25,1.0,0.15638606176040531,0.0,0.1613573355291035,-0.5833333333333334,-0.8,-0.25,0.3,0.1,0.16135733552910342,0,1,0,1,0,1,1,1
3564,-1.2014925373134329,2.0,0.75,-0.761480032314815,1.0,0.4031829687388633,1.75,-0.8,1.0,-0.7,0.5,0.4031829687388634,0,0,1,1,0,0,1,0
3565,1.455223880597015,1.1666666666666667,0.0,0.0028767455546760048,0.0,0.44711730857408655,1.1666666666666667,1.0,0.75,0.1,0.5,0.44711730857408655,1,0,0,0,1,0,0,1
3566,0.1791044776119403,-0.5833333333333334,0.0,-0.761480032314815,1.0,0.5864096961830625,-0.5833333333333334,0.2,-0.5,-0.7,0.5,0.5864096961830625,0,0,1,1,0,0,1,0
3567,0.7014925373134329,-1.0,-0.5,0.05981664350855147,0.0,-0.2874654470504037,-0.8333333333333334,0.8,-0.75,0.1,-0.3,-0.2874654470504037,0,0,1,1,0,0,0,0
3568,-1.3582089552238805,-0.5,-0.75,0.03507153945998654,1.0,-0.5606497663352217,-0.25,-0.8,-0.5,0.1,-0.5,-0.5606497663352217,0,0,1,1,0,1,0,0
3569,0.4626865671641791,-1.4166666666666667,-0.5,-0.761480032314815,1.0,0.5109664458572734,-1.25,0.6,-0.75,-0.7,0.5,0.5109664458572734,0,0,1,0,1,0,1,0
3570,0.3208955223880597,1.0833333333333333,0.75,-0.761480032314815,0.0,0.26617250829671013,0.8333333333333334,0.4,0.75,-0.7,0.3,0.2661725082967102,1,0,0,1,0,1,0,1
3571,0.16417910447761194,0.75,-0.75,0.607175928972588,0.0,-0.10168297337620345,1.0,0.2,0.75,0.9,-0.1,-0.10168297337620343,1,0,0,0,1,1,0,1
3572,0.08955223880597014,-0.08333333333333333,0.25,-0.20412805152821625,1.0,0.2260397202807154,-0.16666666666666666,0.2,0.0,-0.3,0.3,0.2260397202807154,0,1,0,0,1,1,0,0
3573,0.3358208955223881,-0.5,-0.5,0.09093148268970061,1.0,0.24019557633309885,-0.3333333333333333,0.4,-0.5,0.1,0.3,0.24019557633309876,0,1,0,0,1,0,1,0
3574,0.13432835820895522,2.5833333333333335,-0.25,-0.761480032314815,1.0,-0.9022329492302714,2.6666666666666665,0.2,1.0,-0.7,-0.9,-0.9022329492302713,1,0,0,0,1,1,1,0
3575,-0.8283582089552238,-0.4166666666666667,-0.25,-0.761480032314815,0.0,0.149995775573566,-0.3333333333333333,-0.6,-0.5,-0.7,0.1,0.149995775573566,1,0,0,1,0,1,1,0
3576,-0.08955223880597014,2.4166666666666665,1.0,0.14759161870523876,0.0,0.858272691109558,2.0833333333333335,0.0,1.0,0.3,0.9,0.8582726911095581,1,0,0,1,0,0,1,0
3577,-0.03731343283582089,-0.75,0.75,-0.761480032314815,1.0,-0.0928854941581581,-1.0,0.0,-0.75,-0.7,-0.1,-0.0928854941581581,1,0,0,0,1,1,1,0
3578,0.7835820895522388,-1.1666666666666667,-0.75,-0.12945809383956536,1.0,-0.06304002939438495,-0.9166666666666666,0.8,-0.75,-0.1,-0.1,-0.06304002939438491,1,0,0,0,1,1,0,0
3579,0.3880597014925373,0.16666666666666666,-1.0,0.21498792268260586,0.0,0.16584861866337625,0.5,0.4,0.25,0.5,0.1,0.16584861866337633,0,1,0,1,0,1,0,1
3580,0.9402985074626866,-0.5,1.0,0.6665141333443639,1.0,0.9192079016213033,-0.8333333333333334,0.8,-0.5,0.9,0.9,0.9192079016213034,0,1,0,0,1,1,0,0
3581,-0.09701492537313433,0.3333333333333333,0.0,0.011259654176326295,0.0,1.0141349943735722,0.3333333333333333,0.0,0.5,0.1,0.9,1.0141349943735722,0,1,0,1,0,1,0,0
3582,-0.11194029850746269,-0.3333333333333333,0.0,-0.761480032314815,1.0,0.4040534165699921,-0.3333333333333333,0.0,-0.25,-0.7,0.5,0.4040534165699921,1,0,0,0,1,1,0,0
3583,0.2537313432835821,-0.16666666666666666,-0.25,-0.761480032314815,0.0,-0.928764430863037,-0.08333333333333333,0.4,-0.25,-0.7,-0.9,-0.928764430863037,1,0,0,0,1,1,0,0
3584,-0.5597014925373134,0.5,0.75,-0.13664016488327246,0.0,0.3603841547291153,0.25,-0.4,0.5,-0.1,0.3,0.36038415472911534,0,0,1,0,1,1,0,1
3585,-1.0895522388059702,-0.75,0.75,-0.3458423192460545,0.0,-0.7685694033877486,-1.0,-0.8,-0.75,-0.3,-0.7,-0.7685694033877486,0,1,0,0,1,0,1,0
3586,0.7835820895522388,-0.75,0.5,0.1857757937216751,1.0,0.31564960053442487,-0.9166666666666666,0.8,-0.75,0.3,0.3,0.3156496005344249,1,0,0,0,1,1,1,0
3587,1.2985074626865671,1.5,-0.25,0.1417009494513814,0.0,0.4058727785710667,1.5833333333333333,1.0,1.0,0.3,0.5,0.40587277857106663,1,0,0,0,1,1,0,0
3588,0.5149253731343284,0.3333333333333333,-0.75,-0.761480032314815,1.0,0.6914168675439668,0.5833333333333334,0.6,0.5,-0.7,0.7,0.6914168675439668,1,0,0,0,1,1,0,0
3589,-1.2164179104477613,0.25,-0.5,0.9740687084665941,0.0,0.7284884519427343,0.4166666666666667,-0.8,0.25,0.9,0.7,0.7284884519427344,0,0,1,0,1,1,0,0
3590,-1.537313432835821,1.1666666666666667,-0.25,0.06155851607561764,0.0,-0.3006561264792003,1.25,-0.8,0.75,0.1,-0.3,-0.3006561264792003,1,0,0,1,0,0,0,0
3591,0.1865671641791045,0.0,-0.5,-0.06921980968353926,0.0,0.18043583629858434,0.16666666666666666,0.2,0.0,-0.1,0.1,0.18043583629858434,1,0,0,0,1,0,1,0
3592,0.8731343283582089,-0.6666666666666666,-0.75,0.20807033674218275,1.0,-0.15572574947359827,-0.4166666666666667,0.8,-0.5,0.5,-0.1,-0.1557257494735982,1,0,0,0,1,1,0,0
3593,0.1865671641791045,1.5833333333333333,0.0,0.20965638559170388,0.0,-0.4025282016991468,1.5833333333333333,0.2,1.0,0.5,-0.5,-0.4025282016991469,0,0,1,0,1,1,1,1
3594,-0.7238805970149254,2.0833333333333335,1.25,0.1380720352128697,0.0,-0.9325441300101855,1.6666666666666667,-0.6,1.0,0.3,-0.9,-0.9325441300101857,0,1,0,1,0,0,1,0
3595,0.0,0.0,1.0,0.3762078100821469,0.0,0.5990571080199178,-0.3333333333333333,0.0,0.0,0.7,0.5,0.599057108019918,0,1,0,1,0,1,0,0
3596,0.5223880597014925,-0.4166666666666667,0.0,0.07528032600609312,0.0,-0.23575704453282345,-0.4166666666666667,0.6,-0.5,0.1,-0.3,-0.2357570445328235,0,1,0,1,0,1,1,0
3597,-0.06716417910447761,-0.08333333333333333,-1.25,0.39924378883058087,0.0,-0.45085879095517895,0.3333333333333333,0.0,0.0,0.7,-0.5,-0.4508587909551789,1,0,0,0,1,0,0,0
3598,1.0746268656716418,0.25,-1.0,0.0199571089145894,0.0,0.7859875076404947,0.5833333333333334,1.0,0.25,0.1,0.7,0.7859875076404947,0,1,0,1,0,1,0,0
3599,0.5074626865671642,0.0,0.75,0.4628822264130367,0.0,-0.550975944146603,-0.25,0.6,0.0,0.9,-0.5,-0.5509759441466029,0,1,0,1,0,1,0,0
3600,-0.291044776119403,0.3333333333333333,0.5,-0.761480032314815,1.0,-0.40550626352213487,0.16666666666666666,-0.2,0.5,-0.7,-0.5,-0.4055062635221348,1,0,0,0,1,1,0,0
3601,-1.0895522388059702,1.6666666666666667,0.25,-0.761480032314815,1.0,0.957728470639474,1.5833333333333333,-0.8,1.0,-0.7,0.9,0.9577284706394741,1,0,0,1,0,0,1,1
3602,-0.3283582089552239,1.0833333333333333,0.25,-0.761480032314815,0.0,-0.06733819589167213,1.0,-0.2,0.75,-0.7,-0.1,-0.06733819589167217,1,0,0,0,1,1,0,1
3603,0.11194029850746269,3.3333333333333335,-0.75,-0.761480032314815,0.0,-0.6656526688020454,3.5833333333333335,0.2,1.0,-0.7,-0.7,-0.6656526688020454,0,0,1,0,1,1,1,0
3604,0.7313432835820896,0.8333333333333334,0.5,0.1894140307467065,1.0,-0.4647028144589983,0.6666666666666666,0.8,0.75,0.3,-0.5,-0.46470281445899836,1,0,0,1,0,1,0,1
3605,-0.31343283582089554,-0.3333333333333333,-0.25,0.11268483403559762,0.0,0.13974788877142377,-0.25,-0.2,-0.25,0.3,0.1,0.1397478887714237,1,0,0,0,1,0,0,0
3606,-0.47761194029850745,-0.25,1.25,0.25241468005136775,0.0,0.5441153231571878,-0.6666666666666666,-0.4,-0.25,0.5,0.5,0.5441153231571878,0,1,0,1,0,1,0,0
3607,-1.291044776119403,-0.9166666666666666,-1.0,-0.761480032314815,1.0,-0.8240687871296909,-0.5833333333333334,-0.8,-0.75,-0.7,-0.9,-0.8240687871296909,1,0,0,1,0,1,1,0
3608,0.22388059701492538,0.0,0.0,-0.761480032314815,1.0,0.12563522986152392,0.0,0.4,0.0,-0.7,0.1,0.12563522986152387,1,0,0,0,1,0,1,0
3609,0.1865671641791045,-0.08333333333333333,0.5,-0.761480032314815,0.0,-0.5374249497293254,-0.25,0.2,0.0,-0.7,-0.5,-0.5374249497293254,1,0,0,1,0,1,0,0
3610,1.4776119402985075,0.25,0.25,-0.02030220870130925,0.0,-0.6454509406876553,0.16666666666666666,1.0,0.25,-0.1,-0.7,-0.6454509406876554,0,1,0,0,1,1,0,0
3611,-0.5373134328358209,1.5833333333333333,-1.0,0.2676952755564997,0.0,0.06835063527115295,1.9166666666666667,-0.4,1.0,0.5,0.1,0.06835063527115288,1,0,0,1,0,1,0,1
3612,0.7014925373134329,-1.3333333333333333,0.75,0.5459277285054147,1.0,0.9591771503378715,-1.5833333333333333,0.8,-0.75,0.9,0.9,0.9591771503378715,1,0,0,1,0,0,1,0
3613,-0.12686567164179105,0.0,-0.5,-0.761480032314815,1.0,-0.09256573366344419,0.16666666666666666,0.0,0.0,-0.7,-0.1,-0.09256573366344419,0,0,1,1,0,1,0,0
3614,0.08955223880597014,-1.0,0.25,0.5923822336205691,1.0,0.07942922853333886,-1.0833333333333333,0.2,-0.75,0.9,0.1,0.07942922853333886,0,1,0,0,1,1,1,0
3615,-0.7014925373134329,-0.08333333333333333,-1.25,0.23039104623914086,1.0,0.7335342847461614,0.3333333333333333,-0.6,0.0,0.5,0.7,0.7335342847461614,0,1,0,1,0,1,1,0
3616,-1.7686567164179106,0.75,1.0,0.295756784638304,2.0,0.7967936031638603,0.4166666666666667,-0.8,0.75,0.7,0.7,0.7967936031638603,1,0,0,0,1,0,0,1
3617,1.0895522388059702,1.9166666666666667,0.25,-0.0018993414822321972,0.0,-0.6940660212420677,1.8333333333333333,1.0,1.0,-0.1,-0.7,-0.6940660212420677,1,0,0,1,0,1,0,1
3618,1.044776119402985,-0.6666666666666666,-0.25,0.08150191501003089,0.0,-0.8260486392201339,-0.5833333333333334,1.0,-0.5,0.1,-0.9,-0.8260486392201339,0,1,0,1,0,1,0,1
3619,-1.2164179104477613,0.75,0.75,-0.040256262248888085,0.0,0.47800468841456467,0.5,-0.8,0.75,-0.1,0.5,0.4780046884145648,0,1,0,1,0,1,0,1
3620,0.582089552238806,-0.3333333333333333,-1.25,-0.761480032314815,1.0,-1.0033844961135912,0.08333333333333333,0.6,-0.25,-0.7,-0.9,-1.0033844961135912,1,0,0,0,1,1,0,0
3621,0.9029850746268657,0.3333333333333333,-0.25,-0.761480032314815,1.0,-0.7650365886149357,0.4166666666666667,0.8,0.5,-0.7,-0.7,-0.7650365886149357,1,0,0,0,1,1,1,0
3622,0.44029850746268656,-0.08333333333333333,1.0,0.3172111017308731,0.0,-0.5418427469012085,-0.4166666666666667,0.6,0.0,0.7,-0.5,-0.5418427469012085,1,0,0,0,1,1,1,0
3623,-0.44776119402985076,1.5,0.75,-0.08894337887867101,1.0,0.291956831825012,1.25,-0.4,1.0,-0.1,0.3,0.2919568318250119,0,0,1,0,1,1,1,0
3624,0.3208955223880597,-0.8333333333333334,0.25,0.22213630634645165,0.0,0.05180958547132721,-0.9166666666666666,0.4,-0.75,0.5,0.1,0.051809585471327135,0,1,0,0,1,1,0,0
3625,-0.08955223880597014,-0.3333333333333333,-1.0,0.5491816943717946,0.0,0.45928965348395756,0.0,0.0,-0.25,0.9,0.5,0.4592896534839575,1,0,0,1,0,0,1,0
3626,-1.3582089552238805,-0.5,-0.25,-0.32485304468106047,1.0,0.036576443505570135,-0.4166666666666667,-0.8,-0.5,-0.3,0.1,0.03657644350557021,0,0,1,0,1,1,1,0
3627,1.0223880597014925,0.0,0.25,0.10568851363759146,0.0,-0.29549767618431,-0.08333333333333333,1.0,0.0,0.3,-0.3,-0.29549767618431,0,1,0,1,0,1,1,1
3628,-0.3582089552238806,0.16666666666666666,0.5,0.010541564586071353,0.0,-0.48651513532584806,0.0,-0.2,0.25,0.1,-0.5,-0.48651513532584806,0,0,1,1,0,1,1,0
3629,-1.1865671641791045,-0.16666666666666666,0.75,0.635508974004624,0.0,0.9882970047482555,-0.4166666666666667,-0.8,-0.25,0.9,0.9,0.9882970047482557,0,1,0,1,0,0,0,0
3630,0.1417910447761194,0.9166666666666666,0.75,0.14505394054600496,1.0,-0.17261654366703844,0.6666666666666666,0.2,0.75,0.3,-0.1,-0.1726165436670384,1,0,0,1,0,0,0,0
3631,0.029850746268656716,0.75,1.0,0.3609140529960459,1.0,0.9442947691690814,0.4166666666666667,0.2,0.75,0.7,0.9,0.9442947691690813,1,0,0,0,1,0,0,0
3632,0.6492537313432836,-1.5,0.0,-0.05835226094025082,0.0,0.943370756881273,-1.5,0.8,-0.75,-0.1,0.9,0.9433707568812731,0,0,1,0,1,1,0,0
3633,-0.6865671641791045,-0.9166666666666666,-0.5,0.15181186397443386,0.0,0.5831457200970005,-0.75,-0.6,-0.75,0.3,0.5,0.5831457200970005,0,0,1,1,0,1,0,0
3634,1.3059701492537314,0.8333333333333334,0.75,0.3588329563480498,1.0,0.08927665241457422,0.5833333333333334,1.0,0.75,0.7,0.1,0.0892766524145743,0,1,0,1,0,1,0,0
3635,0.21641791044776118,-1.1666666666666667,0.5,0.4744673163473729,0.0,0.4834616563741005,-1.3333333333333333,0.4,-0.75,0.9,0.5,0.4834616563741005,1,0,0,0,1,0,0,0
3636,0.6567164179104478,0.0,0.0,-0.761480032314815,1.0,-0.7385747306118201,0.0,0.8,0.0,-0.7,-0.7,-0.7385747306118202,1,0,0,1,0,1,1,0
3637,0.08208955223880597,-0.5,-0.25,0.048819829237887996,1.0,-0.6475977878489233,-0.4166666666666667,0.2,-0.5,0.1,-0.7,-0.6475977878489232,0,0,1,0,1,0,1,0
3638,1.4402985074626866,1.25,-1.25,-0.761480032314815,0.0,-0.6959024588194653,1.6666666666666667,1.0,1.0,-0.7,-0.7,-0.6959024588194652,0,0,1,1,0,1,0,1
3639,-0.7238805970149254,-0.8333333333333334,0.0,-0.761480032314815,1.0,-0.03857662366306431,-0.8333333333333334,-0.6,-0.75,-0.7,-0.1,-0.038576623663064274,0,0,1,0,1,0,0,0
3640,0.208955223880597,0.9166666666666666,0.75,0.14036544069673645,0.0,0.4001039780629666,0.6666666666666666,0.4,0.75,0.3,0.5,0.4001039780629665,0,1,0,1,0,1,0,1
3641,-0.1044776119402985,0.16666666666666666,-1.25,0.19822860788704597,1.0,-0.052711846727390745,0.5833333333333334,0.0,0.25,0.5,-0.1,-0.05271184672739078,0,1,0,1,0,1,1,0
3642,-0.08955223880597014,2.0833333333333335,-0.5,-0.761480032314815,0.0,0.014936606287649087,2.25,0.0,1.0,-0.7,0.1,0.014936606287649087,0,0,1,0,1,1,1,0
3643,0.9402985074626866,0.4166666666666667,0.25,-0.761480032314815,1.0,0.061020029371515974,0.3333333333333333,0.8,0.5,-0.7,0.1,0.061020029371515974,1,0,0,0,1,1,1,0
3644,0.20149253731343283,0.6666666666666666,-0.5,0.3882642883063112,0.0,-0.525755216277293,0.8333333333333334,0.4,0.75,0.7,-0.5,-0.5257552162772932,1,0,0,0,1,1,0,0
3645,-0.44029850746268656,-0.4166666666666667,-0.5,-0.761480032314815,1.0,0.5263388350823305,-0.25,-0.4,-0.5,-0.7,0.5,0.5263388350823306,1,0,0,1,0,1,1,0
3646,1.0149253731343284,1.5,-0.5,-0.761480032314815,0.0,-0.8833099581737315,1.6666666666666667,1.0,1.0,-0.7,-0.9,-0.8833099581737315,1,0,0,0,1,0,1,1
3647,0.8805970149253731,2.75,1.0,0.10607881718752049,0.0,-0.7879885009206707,2.4166666666666665,0.8,1.0,0.3,-0.7,-0.7879885009206709,1,0,0,1,0,1,0,1
3648,0.5746268656716418,2.5,-0.75,-0.023461614875845593,0.0,0.02233185544050862,2.75,0.6,1.0,-0.1,0.1,0.02233185544050862,1,0,0,0,1,0,1,0
3649,-0.7985074626865671,0.8333333333333334,0.75,0.06732736236276698,0.0,-0.32894588427155197,0.5833333333333334,-0.6,0.75,0.1,-0.3,-0.32894588427155197,1,0,0,0,1,0,1,1
3650,-0.41044776119402987,0.3333333333333333,-0.25,0.4387169370118072,0.0,-0.08236480469618998,0.4166666666666667,-0.4,0.5,0.9,-0.1,-0.08236480469618998,1,0,0,0,1,1,1,0
3651,-0.8582089552238806,0.08333333333333333,-0.5,-0.761480032314815,1.0,0.4149882903981266,0.25,-0.6,0.25,-0.7,0.5,0.41498829039812674,1,0,0,0,1,0,0,0
3652,0.5970149253731343,3.5,1.25,-0.27723389633562784,0.0,0.04094972221061132,3.0833333333333335,0.6,1.0,-0.3,0.1,0.04094972221061132,1,0,0,0,1,1,1,0
3653,-0.8208955223880597,-0.25,0.75,0.0306909265941024,0.0,0.9777915613365755,-0.5,-0.6,-0.25,0.1,0.9,0.9777915613365755,1,0,0,0,1,1,0,0
3654,0.26865671641791045,0.75,-1.25,-0.1781536714856856,0.0,-0.9485849060798834,1.1666666666666667,0.4,0.75,-0.1,-0.9,-0.9485849060798834,0,1,0,1,0,0,1,0
3655,-0.8208955223880597,-0.3333333333333333,0.75,0.3578126987947124,1.0,-0.22824409587173797,-0.5833333333333334,-0.6,-0.25,0.7,-0.3,-0.228244095871738,0,1,0,0,1,0,0,0
3656,0.7611940298507462,-0.16666666666666666,0.25,0.010869272283653333,1.0,0.06020080826935607,-0.25,0.8,-0.25,0.1,0.1,0.06020080826935607,0,1,0,0,1,0,1,0
3657,0.7313432835820896,0.0,0.25,-0.761480032314815,0.0,0.18045311515557774,-0.08333333333333333,0.8,0.0,-0.7,0.1,0.18045311515557774,1,0,0,1,0,1,1,1
3658,0.5895522388059702,-0.5833333333333334,0.5,-0.761480032314815,1.0,0.8577200726067735,-0.75,0.6,-0.5,-0.7,0.9,0.8577200726067734,1,0,0,0,1,1,1,0
3659,0.35074626865671643,0.5,-0.5,-0.12875246074558483,0.0,1.0081162602810787,0.6666666666666666,0.4,0.5,-0.1,0.9,1.0081162602810785,1,0,0,1,0,1,0,1
3660,-0.8805970149253731,0.4166666666666667,1.0,0.3729383323524821,0.0,-0.8914927166441512,0.08333333333333333,-0.6,0.5,0.7,-0.9,-0.8914927166441512,1,0,0,1,0,0,1,1
3661,-1.1791044776119404,-0.8333333333333334,-0.75,-0.761480032314815,1.0,-0.7906527990287249,-0.5833333333333334,-0.8,-0.75,-0.7,-0.7,-0.7906527990287249,0,0,1,0,1,1,0,0
3662,-1.1567164179104477,-0.16666666666666666,0.5,0.10071022397877089,1.0,-0.07426711918637924,-0.3333333333333333,-0.8,-0.25,0.1,-0.1,-0.07426711918637924,0,1,0,0,1,1,1,0
3663,-0.14925373134328357,-0.75,0.0,0.1699431952432792,0.0,0.4570161624649612,-0.75,0.0,-0.75,0.3,0.5,0.4570161624649611,1,0,0,1,0,0,1,0
3664,0.5373134328358209,-0.5,0.0,-0.761480032314815,0.0,0.35265166294387784,-0.5,0.6,-0.5,-0.7,0.3,0.3526516629438779,1,0,0,0,1,1,0,1
3665,0.7388059701492538,0.0,-1.25,0.4232109494325792,0.0,0.09264897709801852,0.4166666666666667,0.8,0.0,0.9,0.1,0.09264897709801859,0,1,0,1,0,1,1,0
3666,0.6044776119402985,0.4166666666666667,1.0,0.4176347479525906,0.0,0.7091467027049416,0.08333333333333333,0.6,0.5,0.9,0.7,0.7091467027049416,1,0,0,0,1,0,1,0
3667,0.3656716417910448,-1.3333333333333333,1.0,-0.761480032314815,1.0,-0.7507815315953429,-1.6666666666666667,0.4,-0.75,-0.7,-0.7,-0.7507815315953429,0,0,1,1,0,1,1,0
3668,-0.9477611940298507,-0.3333333333333333,-0.25,0.2649960546594189,1.0,-0.4586112042461266,-0.25,-0.6,-0.25,0.5,-0.5,-0.4586112042461266,0,1,0,0,1,0,0,0
3669,0.1044776119402985,0.5833333333333334,-0.75,0.1967653221171593,0.0,-0.32137693178574056,0.8333333333333334,0.2,0.5,0.5,-0.3,-0.32137693178574056,0,1,0,1,0,0,0,1
3670,0.007462686567164179,-0.6666666666666666,-0.75,-0.761480032314815,1.0,-0.5948206372061308,-0.4166666666666667,0.2,-0.5,-0.7,-0.5,-0.5948206372061308,1,0,0,0,1,1,1,0
3671,1.4776119402985075,-0.75,-0.25,-0.761480032314815,1.0,-0.8922487174577821,-0.6666666666666666,1.0,-0.75,-0.7,-0.9,-0.8922487174577821,1,0,0,0,1,1,1,0
3672,-0.04477611940298507,1.25,0.25,0.11391708705383012,1.0,-0.3234880015489987,1.1666666666666667,0.0,1.0,0.3,-0.3,-0.3234880015489987,0,1,0,1,0,0,1,0
3673,0.7313432835820896,0.5,0.25,0.13070523197913192,0.0,-0.26049914806341484,0.4166666666666667,0.8,0.5,0.3,-0.3,-0.2604991480634149,1,0,0,0,1,1,1,0
3674,0.835820895522388,-1.0833333333333333,0.5,0.00744310906626098,0.0,-0.7455334345247571,-1.25,0.8,-0.75,0.1,-0.7,-0.7455334345247571,1,0,0,0,1,1,0,0
3675,0.04477611940298507,-0.4166666666666667,1.0,-0.761480032314815,1.0,0.5750895038439741,-0.75,0.2,-0.5,-0.7,0.5,0.5750895038439741,1,0,0,1,0,1,0,0
3676,0.5597014925373134,-0.4166666666666667,-1.0,-0.29712833105512637,0.0,-0.5506312817697513,-0.08333333333333333,0.6,-0.5,-0.3,-0.5,-0.5506312817697514,1,0,0,0,1,1,1,0
3677,0.26119402985074625,-0.5,-0.75,-0.761480032314815,1.0,0.45959193184100783,-0.25,0.4,-0.5,-0.7,0.5,0.4595919318410079,1,0,0,1,0,0,1,0
3678,-0.15671641791044777,-0.3333333333333333,-0.75,-0.761480032314815,1.0,0.5902754846941726,-0.08333333333333333,0.0,-0.25,-0.7,0.5,0.5902754846941726,0,0,1,0,1,1,1,0
3679,1.0820895522388059,-0.5833333333333334,1.25,-0.21767609725280204,0.0,-0.25975554737068507,-1.0,1.0,-0.5,-0.3,-0.3,-0.25975554737068507,1,0,0,0,1,1,1,0
3680,-0.014925373134328358,-1.0,0.5,0.4966970699187052,1.0,-0.7298019499952418,-1.1666666666666667,0.0,-0.75,0.9,-0.7,-0.729801949995242,0,0,1,0,1,1,1,0
3681,1.4776119402985075,-1.25,-0.5,-0.761480032314815,0.0,0.44916515804881574,-1.0833333333333333,1.0,-0.75,-0.7,0.5,0.44916515804881574,0,0,1,0,1,1,1,0
3682,0.1791044776119403,0.25,-0.75,0.3964529852659235,0.0,-0.0509508262787529,0.5,0.2,0.25,0.7,-0.1,-0.050950826278752866,1,0,0,1,0,1,0,1
